DBbook_userID	DBbook_itemID
6875	2094
6875	4003
6875	7393
6875	3321
6875	2849
6875	6214
6875	2829
5	2871
5	3685
5	5280
5	4627
5	4647
5	5138
5	2417
546	4526
546	1590
546	1840
546	3769
546	4356
546	4357
546	2440
546	585
2942	2640
2942	3005
2942	3282
2942	1394
2942	39
2942	2093
2942	7492
2942	1970
2942	7605
2942	7169
2942	7680
2942	889
2942	4611
2942	7602
2942	7682
545	1484
545	5221
545	6782
545	7483
545	4213
545	3489
545	6880
545	4887
545	408
545	4604
545	164
545	1713
545	1985
545	1710
2941	3655
2941	4233
2941	1484
2941	6662
2941	2759
2941	4198
2941	1262
2941	1264
2941	6006
2941	228
2941	5363
2941	7426
2941	5700
4	6080
4	5417
4	1452
4	139
4	137
4	2074
4	3805
4	151
4	1069
4	143
4	4360
4	144
4	146
4	147
4	2923
1811	7605
1811	5842
1811	2953
1811	7351
1811	1975
1811	604
1811	5940
1811	4198
1811	1283
1811	3090
1811	6366
1811	7073
1811	7075
1811	4124
1812	7489
1812	3005
1812	7126
1812	1902
1812	6699
1812	7417
1812	5726
1812	39
1812	8038
1812	6709
1812	5091
1812	4578
1812	7277
1812	6116
1812	5946
1812	7029
1812	7082
1812	2417
548	6915
548	7559
548	3451
548	2417
548	1266
548	6252
2948	5229
2948	7540
2948	3051
2948	6022
2948	6925
2948	4654
2948	6110
2948	4198
2948	580
2948	7039
2948	5792
2948	582
2948	581
2948	4587
2948	3309
2948	6412
2948	4543
2948	7413
2948	5689
1813	2366
1813	2901
1813	1262
1813	1264
1813	2923
1813	3812
1813	2178
1813	5198
1813	3326
1813	5700
1813	279
2947	5312
2947	3999
2947	2357
2947	1452
2947	4125
2947	4877
2947	6281
2947	6893
2947	3804
2947	1844
2947	7089
2947	3416
2947	7236
2947	6904
547	7540
547	4829
547	349
547	204
547	4788
547	4290
547	4789
547	1382
547	1902
547	7407
547	7408
547	3716
547	3854
547	4834
547	3687
2946	7938
2946	7073
2946	3689
2946	3467
2946	5961
2946	5218
2946	8083
2946	6270
2946	5091
9	6663
9	705
9	3812
9	2016
9	4742
9	4418
9	5923
9	7783
9	4848
9	1242
9	3695
9	4981
9	5652
9	6303
1814	6361
1814	3984
1814	2490
1814	1986
1814	6418
1814	7423
1814	5229
1814	76
8	7248
8	2401
8	2493
8	99
8	4233
2945	1844
2945	2180
2945	5841
2945	1510
2945	2535
2945	3042
2945	1518
549	4543
549	6361
549	8157
549	4467
549	2950
1815	7605
1815	7325
1815	7334
1815	6969
1815	1239
1815	7236
1815	2995
1815	7007
1815	1369
1817	7515
1817	3761
1817	1787
1817	3171
1817	6065
1817	5229
1817	60
1817	4233
1817	4883
1817	4654
1817	4173
1817	5729
1817	2923
1817	3812
1817	3592
1818	5686
1818	157
1818	1312
1818	5535
1818	156
1818	4562
1818	37
1818	5534
1818	6420
1818	601
1818	8168
1818	150
1818	6319
1818	3773
1819	2835
1819	6210
1819	1729
1819	3773
1819	3769
1819	419
1819	6213
6891	4453
6891	876
6891	1076
6891	4038
6891	1219
6891	5920
6892	6752
6892	7673
6892	137
6892	179
6892	159
6892	157
6892	7493
6892	155
6892	7492
6892	4859
6892	6985
6892	6319
6892	6966
6892	4113
2980	7867
2980	4333
2980	4048
2980	7141
2980	3844
2980	2313
2980	3804
2980	7331
2980	3881
2980	7334
2980	7274
2980	4559
2980	7804
2980	5885
2980	2832
2980	7082
6890	7683
6890	7541
6890	5945
6890	7681
6890	5942
6890	6662
6890	4362
6890	6509
6890	123
6890	3812
6890	4191
6890	6293
6890	6258
6890	4848
6890	6252
6890	2
6895	7538
6895	1007
6895	4305
6895	4308
6895	5163
6895	4307
6895	3874
6895	3006
6895	6699
6895	3879
6896	7168
6896	7680
6896	1666
6896	5885
6896	5229
6896	2152
6896	7398
6896	1484
6896	772
6896	5748
6896	4198
6896	5223
6896	776
6896	580
6896	6880
6896	1584
6893	7867
6893	7470
6893	1273
6893	3999
6893	7515
6893	7417
6893	7472
6893	2310
6893	4429
6893	2068
6893	5385
6893	7469
6893	6474
1843	5892
1843	789
1843	3005
1843	4453
1843	7125
1843	1394
1843	4563
1843	4247
1843	983
1843	335
1843	1390
1843	4554
1843	6214
1843	5949
1843	6061
1843	5229
1843	7541
1843	5945
513	4071
513	1379
513	6470
513	458
513	3379
513	4358
513	6904
513	835
6889	6353
6889	150
6889	6319
6889	7422
6889	458
6889	3871
6889	7421
6889	7424
6889	7423
6889	1707
6889	5809
6889	2832
2975	6595
2975	1936
2975	4857
2975	1572
2975	3825
2975	3387
2975	4860
2975	5885
2975	2504
2975	6663
2975	4198
2975	2220
2975	5076
2975	580
1844	4407
1844	7490
1844	1390
1844	600
1844	6350
1844	2953
1844	7680
1844	3881
1844	6968
1844	3871
1844	7602
1844	7061
2974	1686
2974	1222
2974	5947
2974	3399
2974	5946
2974	7541
2974	5885
2974	5942
2974	4233
2974	4155
2974	3201
2974	7483
2974	4363
2974	5424
6888	5961
6888	581
6888	3833
6888	7286
6888	790
6888	6897
6888	5027
6888	2781
6888	4836
6888	7616
512	4110
512	6418
512	7602
512	6391
512	5885
512	3051
512	6062
512	5943
512	603
512	1565
512	3712
512	3201
512	2066
512	1561
512	5077
6887	5700
6887	790
6887	6879
6887	162
6887	5730
6887	2961
6887	5575
6887	3930
6887	4029
6887	140
6887	4245
2977	1139
2977	1361
2977	1133
2977	642
2977	652
2977	2767
2977	4736
2977	5702
2977	2753
2977	6166
2977	6268
2977	866
2977	7031
2977	1573
2977	2757
2977	1099
2977	5696
511	5065
511	784
511	5258
511	2111
511	3783
511	3387
511	3440
511	2708
511	433
511	7257
511	2674
511	5075
511	832
511	2616
6886	3576
6886	5940
6886	7589
6886	2062
6886	123
6886	3812
6886	1325
6886	5360
6886	7136
6886	935
6886	3092
6886	4258
6886	7289
6886	7132
6886	4259
2976	7476
2976	926
2976	450
2976	2295
2976	4467
2976	7370
2976	2025
2976	7085
2976	2525
2976	5229
2976	7083
2976	6903
2976	7211
2976	4233
2970	6242
2970	6246
2970	155
2970	154
2970	170
2970	152
2970	171
2970	5018
2970	6319
2972	154
2972	4108
2972	1110
2972	150
2972	4251
2972	4446
2972	2953
2972	7351
2972	4252
2972	4920
2972	604
2972	6663
2972	4030
2972	123
1849	6717
1849	5269
1849	6155
1849	5343
1849	4480
1849	6524
1849	2590
1849	6719
1849	4602
1849	164
1849	7
1849	4458
519	7469
519	6373
519	7472
519	2089
519	7473
519	6194
519	6576
519	6550
519	7475
518	5171
518	166
518	1038
518	168
518	3953
518	162
518	994
518	3687
518	7
518	7360
517	4646
517	4356
517	4629
517	4647
517	3416
517	4144
2979	7602
2979	5229
2979	7540
2979	5943
2979	4618
2979	4155
2979	4198
2979	6732
2979	5795
2979	2906
2979	1750
2979	7505
2979	5030
2979	4741
516	1966
516	4718
516	4683
516	3812
516	2742
516	3168
516	8073
516	5714
516	5091
516	1866
516	2069
516	6366
516	4596
516	5652
516	6907
1848	6353
1848	3467
1848	7172
1848	3416
1848	7136
1848	2773
2978	2953
2978	8169
2978	4513
2978	2207
2978	3637
2978	2153
2978	3617
2978	4290
2978	6839
2978	6006
515	8058
515	5714
515	5684
515	845
515	4578
515	4535
515	1686
515	4356
515	7236
515	7048
515	4930
1845	4615
1845	5842
1845	4967
1845	6968
1845	5131
1845	885
1845	6616
1845	4517
1845	604
1845	7395
1845	7545
1845	7749
1845	7486
1846	4937
1846	6364
1846	7073
1846	992
1846	7171
1846	2417
2966	251
2966	4362
2966	6296
2966	5961
2966	26
2966	4833
2966	8132
2966	8009
2966	5462
2966	3011
2966	1201
2966	1557
2966	7083
2966	6903
2966	5944
2966	2978
2966	7082
2966	1342
6898	2320
6898	4421
6898	7247
6898	2284
6898	538
6898	8081
6898	5305
6898	2203
6898	6343
6898	6618
1831	616
1831	7465
1831	7453
1831	7681
1831	6989
1831	4155
521	5229
521	7548
521	7284
521	341
521	4192
521	1429
521	7289
521	3298
521	6362
521	6364
521	7077
521	3404
521	3218
2965	6402
2965	2965
2965	2490
2965	6407
2965	3825
2965	3042
2965	8098
2965	6576
2965	603
6897	5796
6897	8043
6897	5157
6897	5884
6897	226
6897	5883
6897	5961
6897	370
6897	6980
6897	2807
6897	24
6897	272
6897	1038
6897	6503
1832	2676
1832	1521
1832	1975
1832	6418
1832	5946
1832	5885
1832	603
1832	2049
1832	4155
1832	3201
1832	3594
1832	3251
1832	4362
1832	204
1832	7483
524	4292
524	4191
524	7783
524	4587
524	6880
524	1276
524	4358
524	585
524	2842
524	8150
524	2513
524	5124
524	6145
2964	7626
2964	3177
2964	2650
2964	1849
2964	3920
2964	4155
2964	5629
2964	6962
2964	5700
2964	347
2964	1871
2964	6719
523	4277
523	4611
523	7602
523	51
523	4642
523	5304
523	4644
6899	7588
6899	204
6899	5899
6899	6508
6899	7439
6899	5572
6899	3183
6899	1490
6899	1276
2962	3288
2962	641
2962	3316
2962	1844
2962	4632
2962	6470
2962	3320
2962	1845
2962	1846
2962	677
2962	1856
2962	205
2962	7114
2962	2573
2962	1851
2962	6854
2962	3298
2961	7602
2961	4356
2961	583
2961	5045
2961	585
2961	4675
520	4342
520	2906
520	5726
520	5900
520	6675
520	6366
520	2287
520	6306
520	4356
520	7068
2960	6364
2960	6470
2960	7178
2960	2085
2960	4338
2960	1335
1839	8156
1839	2801
1839	543
1839	4124
1839	5791
1839	7225
526	7521
526	6231
526	4356
526	3854
526	8098
1834	790
1834	1908
1834	6328
1834	2887
1834	5001
1834	186
1834	1140
1834	3401
1834	5700
1834	7712
525	3704
525	4048
525	1452
525	7515
525	8070
525	2074
525	3387
525	7796
525	4927
525	4277
525	7602
525	4559
525	2957
525	5947
525	1367
2969	3490
2969	416
2969	3491
2969	541
2969	6695
2969	4124
2969	3170
2969	6576
528	1970
528	3966
528	7605
528	4555
528	7334
528	2954
528	2830
528	3559
528	4656
528	5443
528	1266
528	1484
528	4342
528	4198
528	3202
2968	1572
2968	783
2968	788
2968	2600
2968	3387
2968	6513
2968	4962
2968	7900
2968	84
2968	6662
1836	5923
1836	3311
1836	3898
1836	6077
1836	4587
1836	7120
1836	3842
1836	1863
1836	5350
1836	884
1836	2844
527	4543
527	7439
527	7383
527	4198
527	5652
527	5960
527	7284
1837	4545
1837	5292
1837	7393
1837	3497
1837	51
1837	4815
1837	603
1837	1484
2967	2482
2967	4836
2967	4636
2967	7336
2967	7136
2967	5900
2967	4643
571	1390
571	5638
571	4410
571	1724
571	6766
571	2855
571	5227
571	5942
571	7483
571	4190
571	1584
571	6366
571	7073
571	4832
571	1276
570	604
570	1484
570	7486
570	4219
570	7483
570	4888
570	4118
570	3298
570	1584
570	6362
570	3
570	6220
570	541
574	1001
574	8010
574	7515
574	281
574	3506
574	1916
574	3507
574	3949
574	3881
574	6968
574	5948
574	3796
574	2150
574	5325
574	881
574	4155
574	1484
574	2066
2992	605
2992	4154
2992	1561
2992	3201
2992	66
2992	2122
2992	1426
2992	6295
2992	5981
2992	6155
2992	6358
575	3805
575	335
575	1521
575	4984
575	7088
575	4134
575	3941
575	7236
575	7541
575	6662
575	5864
575	49
575	6567
575	4362
575	5154
2993	1273
2993	2720
2993	4125
2993	1123
2993	3804
2993	2835
2993	5658
2993	4277
2993	4252
2993	4278
2993	5131
2993	60
2994	6627
2994	5224
2994	2906
2994	4318
2994	301
2994	370
2994	6962
2994	4386
2994	1902
2994	3309
2994	3298
2994	1038
2994	6220
2994	994
2994	1021
2994	4467
2994	6695
573	5126
573	1934
573	2251
573	845
573	6069
573	3775
573	3196
573	3377
573	3773
573	430
573	3774
573	1348
573	1723
573	6499
2995	4342
2995	2732
2995	222
2995	4344
2995	4343
2995	4035
2995	394
2995	2638
2995	3092
2996	2069
2996	5205
2996	5842
2996	2953
2996	5485
2996	7088
2996	4039
2996	7068
2996	4906
2996	4904
2996	4808
2996	7397
2996	1262
578	2490
578	6879
578	1698
578	4974
578	7345
578	6966
578	610
578	1713
578	3768
2997	7141
2997	1749
2997	3312
2997	3363
2997	6343
2997	5211
2997	3071
2997	1505
2997	1504
2997	3414
2997	5699
2997	2142
2997	4341
2997	2140
576	6353
576	7252
576	5842
576	150
576	5482
576	41
576	7746
576	538
576	1483
576	7032
576	3595
576	1329
576	3592
2999	1724
2999	3768
2999	3769
2999	1710
2999	1558
2999	1518
2999	2119
577	2550
577	4013
577	2156
577	7664
577	7975
577	5510
577	2324
577	5726
577	4722
577	5037
577	1539
577	276
577	5335
577	6952
577	7340
580	5885
580	1979
580	7681
580	1480
580	5943
580	3151
580	84
580	6730
580	1894
580	7484
580	7483
580	3884
2991	6319
2991	452
2991	5666
2991	1364
2991	3042
2991	7817
2991	87
2991	4233
2991	2326
2991	1606
2991	3652
2991	167
2990	4138
2990	7315
2990	3387
2990	1588
2990	5531
2990	4543
2990	530
2990	4389
2990	4277
2990	6470
2990	5652
2989	8168
2989	3687
2989	7
2989	5651
2989	5440
2989	9
2989	6331
2989	2557
2983	8134
2983	8135
2983	6758
2983	4029
2983	900
583	7436
583	4683
583	5245
583	7891
583	1800
583	1367
583	308
583	7120
584	3877
584	6492
584	3
584	3071
584	6675
584	6887
584	6470
584	7755
584	7341
584	4675
584	3042
584	7222
584	550
2981	451
2981	2695
2981	6350
2981	4627
2981	456
2981	4629
2981	4646
2981	4647
2981	4029
2981	1013
2981	4087
585	6404
585	4545
585	5652
585	4718
585	6408
585	7284
585	5952
585	6446
585	2922
586	1945
586	1944
586	1263
586	327
586	303
586	7442
586	7440
586	839
586	290
586	309
586	5366
586	2490
2987	7066
2987	7540
2987	8164
2987	4921
2987	5580
2987	6732
2987	1856
2987	2367
2987	205
2987	303
2987	1851
2987	345
2987	4884
2987	206
2987	477
2987	3298
2987	208
587	7522
587	5806
587	2831
587	7231
587	3411
587	5748
587	4341
587	4343
587	4290
587	2044
587	395
587	7525
587	2714
587	3092
2988	4333
2988	3501
2988	6795
2988	2074
2988	2313
2988	8098
2988	5512
2988	2793
2988	4535
2988	1222
2988	5519
2988	3170
2985	5729
2985	2923
2985	1406
2985	7505
2985	3168
2985	2488
2985	5900
2985	5726
2985	845
2985	6719
2985	6059
2985	2963
2985	2953
2985	4124
2985	4441
589	1454
589	5045
589	4930
589	5741
589	2313
2986	6899
2986	4214
2986	2960
2986	2638
2986	370
2986	1558
2986	7551
2986	575
2986	572
2986	5806
2986	4849
1808	78
1808	5782
1808	4563
1808	4562
1808	7392
1808	7393
1808	6065
1808	6391
1808	5131
1808	3051
1808	81
1808	6398
1808	85
1808	7801
1808	1484
1806	4198
1806	2906
1806	148
1806	3812
1806	5510
1806	7426
1806	5625
1806	792
1806	408
1806	2829
1806	7602
1806	3065
1805	5733
1805	3005
1805	7060
1805	1821
1805	7167
1805	7602
1805	538
1805	1720
1805	5229
1805	536
1805	3153
1805	2201
1805	5940
1805	1484
1804	1522
1804	3928
1804	1525
1804	7073
1804	738
1804	3632
1804	587
1804	744
1804	2417
1802	6702
1802	6699
1802	3760
1802	7951
1802	4247
1802	1625
1802	4211
1802	1645
1802	84
1802	1528
1802	6714
1802	4318
1802	304
559	5733
559	946
559	5850
559	5851
559	4403
559	7492
559	152
559	1628
559	6351
559	1627
559	6966
559	5848
559	1629
559	5847
559	6356
559	6214
557	6418
557	5947
557	1624
557	4617
557	3099
557	7548
557	4198
557	5748
557	2657
557	3095
557	4686
557	2324
557	3
557	6691
554	4410
554	2538
554	7541
554	2574
554	4029
554	4233
555	3119
555	6773
555	2052
555	5539
555	7610
555	3906
555	6719
555	2886
555	510
555	2598
555	2857
555	2470
555	7521
552	7515
552	1443
552	5961
552	3719
552	5042
552	5383
552	6967
552	4596
552	4124
552	4110
552	5947
551	3035
551	4467
551	2953
551	3185
551	7899
551	4453
551	6904
551	4108
560	1700
560	8021
560	3304
560	7589
560	6171
560	3307
560	1467
560	1485
560	7587
560	8067
560	2487
560	3690
560	1082
569	1720
569	1824
569	4217
569	3099
569	1080
569	1182
569	1425
569	1428
569	5363
569	8110
569	1079
569	7
569	9
566	2147
566	5163
566	5537
566	5538
566	1626
566	5841
566	3881
566	5847
566	5845
566	6022
566	2759
566	7549
566	4290
566	2421
567	4554
567	4632
567	5229
567	1506
567	87
567	1263
567	6816
567	1406
567	3736
567	7505
567	2085
567	7426
567	6270
567	6362
568	7796
568	7060
568	5843
568	4410
568	3051
568	605
568	3105
568	4198
568	7032
568	3713
568	5795
568	5881
561	3319
561	864
561	5087
561	5086
561	3907
561	4700
561	2836
561	2838
561	5656
561	6470
561	6049
561	3416
561	6904
562	3845
562	320
562	7319
562	2836
562	3340
562	1674
562	2273
562	7360
563	1880
563	2860
563	6328
563	6917
563	3332
563	3416
563	397
563	7541
563	5900
1894	4342
1894	220
1894	4768
1894	4344
1894	4318
1894	226
1894	7285
1894	6962
1894	7505
1894	7783
1894	3325
1894	4383
1894	7506
1894	4887
1894	994
1894	6108
1895	5616
1895	7540
1895	2557
1895	1645
1895	5364
1895	3879
1892	6212
1892	1675
1892	7469
1892	5004
1892	6418
1892	545
1892	7683
1892	1276
1892	8150
1893	2793
1893	43
1893	4039
1893	3191
1893	5857
1893	257
1893	5287
1898	4578
1898	6352
1898	20
1898	4740
1898	4251
1898	4446
1898	4278
1898	4252
1898	6943
1898	1791
1898	4134
1898	3050
1898	4210
1898	6663
1896	4651
1896	6455
1896	6006
1896	228
1896	6257
1896	6272
1896	6412
1896	4911
1896	4910
1896	6328
1896	6404
1896	375
1897	6695
1897	1506
1897	6903
1897	4018
1897	4016
6801	6319
6801	1590
6801	3871
6801	1840
6801	6904
6801	5229
6801	7260
6800	3499
6800	7301
6800	7149
6800	3356
6800	5512
6800	6492
6800	5282
6800	4554
6800	4638
6800	7336
6800	6418
6800	3221
6800	2150
6800	2832
6803	4611
6803	6356
6803	6214
6803	3924
6803	2954
6803	6612
6803	2957
6803	5229
6803	744
6803	603
6803	7748
6803	1484
6803	7069
6803	7486
6803	3711
6805	7588
6805	4342
6805	4341
6805	4344
6805	580
6805	582
6805	581
6805	3833
6805	6880
6805	5572
6805	4547
6804	4126
6804	6891
6804	3541
6804	1394
6804	1574
6804	4577
6804	3992
6804	6893
6804	4927
6804	3535
6804	727
6804	1224
6804	3193
6804	40
6804	4134
6807	3378
6807	6259
6807	3922
6807	5229
6807	7649
6807	6924
6807	7213
6807	5942
6807	4310
6807	4311
6807	4360
6807	4314
6807	4313
6807	4312
6807	2906
6806	7517
6806	4683
6806	3992
6806	4641
6806	3356
6806	451
6806	7894
6806	6869
6806	7895
6806	6470
6806	7627
6806	7423
6806	7747
6806	4233
6806	6745
6809	7493
6809	7492
6809	2953
6809	1727
6809	2209
6809	2954
6809	5229
6809	1720
6809	606
6809	6496
6809	6495
6809	6494
6808	7168
6808	7602
6808	81
6808	7082
6808	3151
6808	1484
6808	7544
6808	96
6808	560
6808	751
6808	7665
6808	3138
6808	7310
6808	6255
6811	6452
6811	5908
6811	7505
6811	6524
6811	5608
6811	3092
6811	3451
6811	6411
6811	6676
6811	6481
6811	6054
6811	6860
6811	809
6810	1944
6810	6509
6810	3812
6810	474
6810	7442
6810	7440
6810	7783
6810	3887
6810	4848
6810	6252
6810	3492
6810	3687
6810	1713
6816	6207
6816	6252
6816	2337
6816	2180
6816	455
6816	5347
6816	2535
6816	3155
6816	617
6816	743
6815	920
6815	5419
6815	1958
6815	3605
6815	5413
6815	4775
6815	5617
6815	6086
6815	5611
6815	3363
6815	2726
6815	2226
6815	2363
6815	5420
6815	5797
6815	2142
6814	4042
6814	2645
6814	689
6814	2644
6814	2643
6814	6018
6814	2642
6814	2641
6814	2640
6814	2742
6814	1394
6814	2292
6814	2293
6813	5029
6813	713
6813	5335
6813	5438
6813	581
6813	584
6813	2036
6813	586
6813	587
6819	1222
6819	3399
6819	5886
6819	249
6819	4233
6819	7044
6819	4360
6819	4198
6819	4362
6819	251
6819	2923
6819	6623
6819	123
6818	7680
6818	2494
6818	7758
6818	7675
6818	370
6818	4860
6818	7683
6818	7541
6817	5843
6817	6520
6817	6966
6817	2893
6817	2894
6817	6864
6817	7800
6817	604
6817	579
6817	87
6817	5177
6817	4219
6817	2120
1868	3005
1868	2627
1868	3805
1868	3804
1868	7680
1868	2859
1868	4860
1868	2574
1868	2575
1868	2523
1868	5248
1868	7084
1868	2152
1868	2832
1868	2555
2915	6089
2915	8072
2915	8073
2915	3498
2915	7149
2915	7331
2915	7623
2915	4278
2915	4275
2915	604
2915	7082
2915	3411
2915	5940
2915	3201
2915	8088
1867	5960
1867	4869
1867	956
1867	5095
1867	6526
1867	7620
1867	1758
1867	6529
1867	3953
1867	7962
1867	4143
1867	2417
2912	7605
2912	2402
2912	5502
2912	6407
2912	7235
2912	2205
2912	72
2912	4233
2912	4608
1869	2491
1869	7342
1869	7911
1869	32
1869	2239
1869	1588
2913	7492
2913	3334
2913	745
2913	2953
2913	3436
2913	1724
2913	3155
2913	4151
2913	3151
2913	5265
2913	5133
2913	3576
2913	1856
2913	580
2913	6940
6828	7758
6828	2948
6828	4356
6828	584
6828	4144
6828	7860
2918	4340
2918	4843
2918	7525
2918	2178
2918	7899
2918	5198
2918	3298
2918	4573
2918	2287
2918	4627
2918	4629
2918	4646
2918	2535
6829	1728
6829	6490
6829	1627
6829	6356
6829	5847
6829	5946
6829	6021
6829	4198
6829	6091
6829	3850
6829	3489
2919	946
2919	4407
2919	666
2919	1390
2919	4927
2919	454
2919	1591
2919	4638
2919	5218
2919	3191
2919	2983
2919	1366
2919	5946
2919	1658
2919	3144
2916	1384
2916	3612
2916	7338
2916	7
2916	7343
2916	5272
2916	3642
2916	2023
2916	4791
2916	9
2916	587
2916	3646
2916	4499
2916	2621
2916	6637
2917	2953
2917	3699
2917	5949
2917	2883
2917	7088
2917	3399
2917	5945
2917	4233
2917	5942
6824	995
6824	610
6824	1675
6824	7505
6824	893
6824	257
6824	3816
6824	5238
1860	3996
1860	1452
1860	1609
1860	3029
1860	5711
1860	5459
1860	7623
1860	1709
1860	3988
1860	556
1860	7236
6825	6699
6825	1863
6825	6709
6825	3804
6825	6490
6825	4467
6825	6049
6825	1686
6825	6371
6825	3057
6825	4515
6825	6717
6825	580
6825	1406
6825	6456
6825	581
6825	3833
6826	3199
6826	2827
6826	7040
6826	6200
6826	1279
6826	272
6826	5647
1862	4315
1862	1858
1862	2923
1862	1733
